sid,time_iso,time_ns,lat,lon
b'1978243N28269',1978-08-31T08:59:59.999959776,273401999999959776,27.7400016784668,-94.07249450683594
b'1978243N28269',1978-08-31T11:59:59.999959776,273412799999959776,28.350000381469727,-93.93999481201172
b'1978243N28269',1978-08-31T14:59:59.999959776,273423599999959776,27.65749931335449,-95.0949935913086
b'1978243N28269',1978-08-31T17:59:59.999959776,273434399999959776,27.649999618530277,-93.40999603271484
b'1978243N28269',1978-08-31T20:59:59.999959776,273445199999959776,28.209999084472656,-93.99250030517578
b'1978243N28269',1978-08-31T23:59:59.999959776,273455999999959776,30.239999771118164,-82.83000183105469
b'1978243N28269',1978-09-01T02:59:59.999959776,273466799999959776,31.07999992370605,-83.2874984741211
b'1978243N28269',1978-09-01T05:59:59.999959776,273477599999959776,28.420000076293945,-84.01000213623047
b'1978243N28269',1978-09-01T11:59:59.999959776,273499199999959776,23.59000015258789,-84.04000091552734
b'1979191N22264',1979-07-09T11:59:59.999959744,300369599999959744,20.739999771118164,-95.3000030517578
b'1979191N22264',1979-07-09T11:59:59.999959744,300369599999959744,19.82999992370605,-95.16000366210938
b'1979191N22264',1979-07-09T14:59:59.999959744,300380399999959744,22.670000076293945,-93.26750183105467
b'1979191N22264',1979-07-09T14:59:59.999959744,300380399999959744,22.809999465942383,-93.12750244140624
b'1979191N22264',1979-07-09T17:59:59.999959744,300391199999959744,23.96999931335449,-92.29000091552734
b'1979191N22264',1979-07-09T17:59:59.999959744,300391199999959744,24.040000915527344,-92.43000030517578
b'1979191N22264',1979-07-09T20:59:59.999959744,300401999999959744,23.3799991607666,-92.22750091552734
b'1979191N22264',1979-07-09T20:59:59.999959744,300401999999959744,23.3799991607666,-92.01750183105467
b'1979191N22264',1979-07-09T23:59:59.999959744,300412799999959744,20.479999542236328,-94.04000091552734
b'1979191N22264',1979-07-09T23:59:59.999959744,300412799999959744,20.479999542236328,-93.33999633789062
b'1979191N22264',1979-07-10T02:59:59.999959744,300423599999959744,22.549999237060547,-96.02750396728516
b'1979191N22264',1979-07-10T02:59:59.999959744,300423599999959744,22.34000015258789,-95.88750457763672
b'1979191N22264',1979-07-10T05:59:59.999959744,300434399999959744,22.520000457763672,-93.24000549316406
b'1979191N22264',1979-07-10T05:59:59.999959744,300434399999959744,22.3799991607666,-92.9600067138672
b'1979191N22264',1979-07-10T08:59:59.999959744,300445199999959744,23.78249931335449,-92.97250366210938
b'1979191N22264',1979-07-10T08:59:59.999959744,300445199999959744,23.78249931335449,-93.0425033569336
b'1979191N22264',1979-07-10T11:59:59.999959744,300455999999959744,24.489999771118164,-91.45999908447266
b'1979191N22264',1979-07-10T11:59:59.999959744,300455999999959744,24.280000686645508,-91.5999984741211
b'1979191N22264',1979-07-10T14:59:59.999959744,300466799999959744,25.00749969482422,-90.68250274658205
b'1979191N22264',1979-07-10T14:59:59.999959744,300466799999959744,25.00749969482422,-90.82250213623048
b'1979191N22264',1979-07-10T17:59:59.999959744,300477599999959744,25.700000762939453,-90.34000396728516
b'1979191N22264',1979-07-10T17:59:59.999959744,300477599999959744,25.6299991607666,-90.34000396728516
b'1979191N22264',1979-07-10T20:59:59.999959744,300488399999959744,26.53499984741211,-89.83499908447266
b'1979191N22264',1979-07-10T20:59:59.999959744,300488399999959744,26.67500114440918,-89.83499908447266
b'1979191N22264',1979-07-10T23:59:59.999959744,300499199999959744,22.14000129699707,-94.61000061035156
b'1979191N22264',1979-07-10T23:59:59.999959744,300499199999959744,22.280000686645508,-92.15999603271484
b'1979191N22264',1979-07-11T02:59:59.999959744,300509999999959744,20.97249984741211,-93.99500274658205
b'1979191N22264',1979-07-11T05:59:59.999959744,300520799999959744,27.099998474121094,-91.23999786376952
b'1979191N22264',1979-07-11T05:59:59.999959744,300520799999959744,27.239999771118164,-91.16999816894533
b'1979191N22264',1979-07-11T08:59:59.999959744,300531599999959744,28.357500076293945,-88.88249969482422
b'1979191N22264',1979-07-11T08:59:59.999959744,300531599999959744,28.427499771118164,-88.95249938964844
b'1979191N22264',1979-07-11T11:59:59.999959744,300542399999959744,29.309999465942383,-88.08000183105469
b'1979191N22264',1979-07-11T11:59:59.999959744,300542399999959744,29.380001068115234,-88.01000213623047
b'1979191N22264',1979-07-11T14:59:59.999959744,300553199999959744,30.875,-87.02499389648438
b'1979191N22264',1979-07-11T14:59:59.999959744,300553199999959744,30.73500061035156,-86.88499450683594
b'1979191N22264',1979-07-11T17:59:59.999959744,300563999999959744,31.979999542236328,-84.73999786376953
b'1979191N22264',1979-07-11T17:59:59.999959744,300563999999959744,31.979999542236328,-85.15999603271484
b'1979191N22264',1979-07-11T20:59:59.999959744,300574799999959744,31.01000022888184,-82.125
b'1979191N22264',1979-07-11T20:59:59.999959744,300574799999959744,30.80000114440918,-81.8449935913086
b'1979191N22264',1979-07-11T23:59:59.999959744,300585599999959744,31.239999771118164,-81.63999938964844
b'1979191N22264',1979-07-11T23:59:59.999959744,300585599999959744,32.709999084472656,-82.97000122070312
b'1979191N22264',1979-07-12T02:59:59.999959744,300596399999959744,38.61000061035156,-87.93250274658203
b'1979191N22264',1979-07-12T02:59:59.999959744,300596399999959744,38.96000289916992,-82.82250213623047
b'1979191N22264',1979-07-12T05:59:59.999959744,300607199999959744,40.369998931884766,-88.64999389648438
b'1979191N22264',1979-07-12T05:59:59.999959744,300607199999959744,39.38999938964844,-97.61000061035156
b'1979191N22264',1979-07-12T08:59:59.999959744,300617999999959744,43.57500076293945,-96.8324966430664
b'1979191N22264',1979-07-12T08:59:59.999959744,300617999999959744,43.435001373291016,-96.97249603271484
b'1979191N22264',1979-07-12T11:59:59.999959744,300628799999959744,44.44000244140625,-95.25999450683594
b'1979191N22264',1979-07-12T11:59:59.999959744,300628799999959744,44.51000213623047,-95.54000091552734
b'1979191N22264',1979-07-12T14:59:59.999959744,300639599999959744,44.15500259399414,-93.47250366210938
b'1979191N22264',1979-07-12T14:59:59.999959744,300639599999959744,44.3650016784668,-93.82250213623048
b'1979191N22264',1979-07-12T17:59:59.999959744,300650399999959744,39.37000274658203,-87.24000549316406
b'1979191N22264',1979-07-12T17:59:59.999959744,300650399999959744,39.720001220703125,-87.24000549316406
b'1979191N22264',1979-07-12T20:59:59.999959744,300661199999959744,33.02499771118164,-82.9425048828125
b'1979191N22264',1979-07-12T20:59:59.999959744,300661199999959744,33.095001220703125,-83.43250274658203
b'1979191N22264',1979-07-12T23:59:59.999959744,300671999999959744,33.040000915527344,-82.37000274658203
b'1979191N22264',1979-07-12T23:59:59.999959744,300671999999959744,34.15999984741211,-83.7699966430664
b'1979191N22264',1979-07-13T02:59:59.999959744,300682799999959744,43.98249816894531,-90.0999984741211
b'1979191N22264',1979-07-13T02:59:59.999959744,300682799999959744,43.91249847412109,-89.12000274658203
b'1979191N22264',1979-07-13T05:59:59.999959744,300693599999959744,45.02999877929688,-88.7300033569336
b'1979191N22264',1979-07-13T05:59:59.999959744,300693599999959744,44.68000030517578,-88.87000274658203
b'1979191N22264',1979-07-13T08:59:59.999959744,300704399999959744,43.82250213623047,-88.36750030517578
b'1979191N22264',1979-07-13T11:59:59.999959744,300715199999959744,42.08000183105469,-89.45999908447266
b'1979191N22264',1979-07-13T11:59:59.999959744,300715199999959744,41.93999862670898,-88.05999755859375
b'1979191N22264',1979-07-13T14:59:59.999959744,300725999999959744,41.60499954223633,-91.0574951171875
b'1979191N22264',1979-07-13T17:59:59.999959744,300736799999959744,41.52000045776367,-90.61000061035156
b'1979191N22264',1979-07-13T17:59:59.999959744,300736799999959744,41.65999984741211,-90.88999938964844
b'1979191N22264',1979-07-14T05:59:59.999959744,300779999999959744,42.130001068115234,-88.77999877929688
b'1979191N22264',1979-07-14T08:59:59.999959744,300790799999959744,42.567501068115234,-88.26249694824219
b'1979191N22264',1979-07-14T11:59:59.999959744,300801599999959744,42.5,-86.63999938964844
b'1979191N22264',1979-07-14T14:59:59.999959744,300812399999959744,40.7599983215332,-85.73249816894531
b'1979191N22264',1979-07-14T17:59:59.999959744,300823199999959744,39.58000183105469,-74.40999603271484
b'1979191N22264',1979-07-14T17:59:59.999959744,300823199999959744,38.880001068115234,-83.64999389648438
b'1979191N22264',1979-07-14T20:59:59.999959744,300833999999959744,36.25249862670898,-76.75250244140625
b'1979191N22264',1979-07-14T23:59:59.999959744,300844799999959744,31.690000534057617,-74.19000244140625
b'1979191N22264',1979-07-15T02:59:59.999959744,300855599999959744,34.65999984741211,-76.40250396728516
b'1979191N22264',1979-07-15T05:59:59.999959744,300866399999959744,37.77999877929688,-69.09000396728516
b'1979191N22264',1979-07-15T05:59:59.999959744,300866399999959744,37.91999816894531,-72.7300033569336
b'1979191N22264',1979-07-15T08:59:59.999959744,300877199999959744,34.95249938964844,-70.7925033569336
b'1979191N22264',1979-07-15T08:59:59.999959744,300877199999959744,34.462501525878906,-68.90250396728516
b'1979191N22264',1979-07-15T11:59:59.999959744,300887999999959744,32.849998474121094,-69.0
b'1979191N22264',1979-07-15T11:59:59.999959744,300887999999959744,33.619998931884766,-69.83999633789062
b'1979191N22264',1979-07-15T14:59:59.999959744,300898799999959744,33.064998626708984,-70.30250549316406
b'1979191N22264',1979-07-15T14:59:59.999959744,300898799999959744,32.505001068115234,-68.76250457763672
b'1979191N22264',1979-07-15T17:59:59.999959744,300909599999959744,32.34000015258789,-71.88999938964844
b'1979191N22264',1979-07-15T17:59:59.999959744,300909599999959744,32.27000045776367,-73.1500015258789
b'1979191N22264',1979-07-15T20:59:59.999959744,300920399999959744,31.17250061035156,-76.68499755859375
b'1979191N22264',1979-07-15T20:59:59.999959744,300920399999959744,31.102500915527344,-73.7449951171875
b'1979191N22264',1979-07-15T23:59:59.999959744,300931199999959744,31.40999984741211,-77.55000305175781
b'1979191N22264',1979-07-15T23:59:59.999959744,300931199999959744,31.270000457763672,-75.94000244140625
b'1979191N22264',1979-07-16T02:59:59.999959744,300941999999959744,31.61250114440918,-73.7750015258789
b'1979191N22264',1979-07-16T02:59:59.999959744,300941999999959744,31.54250144958496,-73.35499572753906
b'1979191N22264',1979-07-16T05:59:59.999959744,300952799999959744,31.61000061035156,-72.86000061035156
b'1979191N22264',1979-07-16T05:59:59.999959744,300952799999959744,31.81999969482422,-72.30000305175781
b'1979191N22264',1979-07-16T08:59:59.999959744,300963599999959744,31.9325008392334,-72.09750366210938
b'1979191N22264',1979-07-16T08:59:59.999959744,300963599999959744,32.212501525878906,-70.90750122070312
b'1979191N22264',1979-07-16T11:59:59.999959744,300974399999959744,31.600000381469727,-71.77999877929688
b'1979191N22264',1979-07-16T11:59:59.999959744,300974399999959744,31.809999465942383,-70.66000366210938
b'1979192N30280',1979-07-10T11:59:59.999959744,300455999999959744,29.86000061035156,-79.52000427246094
b'1979192N30280',1979-07-10T11:59:59.999959744,300455999999959744,29.71999931335449,-78.12000274658203
b'1979192N30280',1979-07-10T14:59:59.999959744,300466799999959744,28.654998779296875,-78.04499816894531
b'1979192N30280',1979-07-10T14:59:59.999959744,300466799999959744,26.904998779296875,-76.78500366210938
b'1979192N30280',1979-07-10T17:59:59.999959744,300477599999959744,29.60999870300293,-76.47000122070312
b'1979192N30280',1979-07-10T17:59:59.999959744,300477599999959744,26.599998474121094,-74.86000061035156
b'1979192N30280',1979-07-10T20:59:59.999959744,300488399999959744,27.042499542236328,-74.15249633789062
b'1979192N30280',1979-07-10T20:59:59.999959744,300488399999959744,29.35249900817871,-75.76249694824219
b'1979192N30280',1979-07-10T23:59:59.999959744,300499199999959744,28.0,-76.18999481201172
b'1979192N30280',1979-07-10T23:59:59.999959744,300499199999959744,25.96999931335449,-73.38999938964844
b'1979192N30280',1979-07-11T02:59:59.999959744,300509999999959744,28.32749938964844,-71.20999908447266
b'1979192N30280',1979-07-11T05:59:59.999959744,300520799999959744,31.71999931335449,-69.11000061035156
b'1979192N30280',1979-07-11T05:59:59.999959744,300520799999959744,32.70000076293945,-70.02000427246094
b'1979192N30280',1979-07-11T08:59:59.999959744,300531599999959744,35.83749771118164,-69.41500091552734
b'1979192N30280',1979-07-11T08:59:59.999959744,300531599999959744,36.187496185302734,-70.11499786376953
b'1979192N30280',1979-07-11T11:59:59.999959744,300542399999959744,36.02999877929688,-69.47999572753906
b'1979192N30280',1979-07-11T11:59:59.999959744,300542399999959744,35.53999710083008,-69.12999725341797
b'1979192N30280',1979-07-11T14:59:59.999959744,300553199999959744,36.15999984741211,-67.35749816894531
b'1979192N30280',1979-07-11T14:59:59.999959744,300553199999959744,36.29999923706055,-67.91749572753906
b'1979192N30280',1979-07-11T17:59:59.999959744,300563999999959744,30.21999740600586,-65.55999755859375
b'1979192N30280',1979-07-11T17:59:59.999959744,300563999999959744,32.25,-67.37999725341797
b'1979192N30280',1979-07-11T20:59:59.999959744,300574799999959744,29.652498245239254,-73.125
b'1979192N30280',1979-07-11T20:59:59.999959744,300574799999959744,29.792499542236328,-67.52499389648438
b'1979192N30280',1979-07-11T23:59:59.999959744,300585599999959744,29.530000686645508,-66.64999389648438
b'1979192N30280',1979-07-11T23:59:59.999959744,300585599999959744,29.250001907348636,-65.87999725341797
b'1979192N30280',1979-07-12T02:59:59.999959744,300596399999959744,37.49250030517578,-64.69750213623047
b'1979192N30280',1979-07-12T02:59:59.999959744,300596399999959744,36.51250076293945,-64.69750213623047
b'1979192N30280',1979-07-12T05:59:59.999959744,300607199999959744,38.18999862670898,-63.06999969482422
b'1979192N30280',1979-07-12T05:59:59.999959744,300607199999959744,38.18999862670898,-63.0
b'1979192N30280',1979-07-12T08:59:59.999959744,300617999999959744,37.005001068115234,-62.96499633789063
b'1979192N30280',1979-07-12T08:59:59.999959744,300617999999959744,37.70500183105469,-62.26499938964844
b'1979192N30280',1979-07-12T11:59:59.999959744,300628799999959744,33.04999923706055,-61.59000396728516
b'1979192N30280',1979-07-12T11:59:59.999959744,300628799999959744,37.040000915527344,-59.910003662109375
b'1979192N30280',1979-07-12T14:59:59.999959744,300639599999959744,33.4900016784668,-60.76750183105469
b'1979192N30280',1979-07-12T17:59:59.999959744,300650399999959744,33.29999923706055,-60.019996643066406
b'1979192N30280',1979-07-12T20:59:59.999959744,300661199999959744,33.86499786376953,-60.29249572753906
b'1979192N30280',1979-07-12T23:59:59.999959744,300671999999959744,34.459999084472656,-58.970001220703125
b'1979192N30280',1979-07-13T02:59:59.999959744,300682799999959744,37.57500076293945,-57.41499710083008
b'1979192N30280',1979-07-13T05:59:59.999959744,300693599999959744,36.79999923706055,-56.5200080871582
b'1979192N30280',1979-07-13T11:59:59.999959744,300715199999959744,37.459999084472656,-56.09000015258789
b'1979192N30280',1979-07-13T17:59:59.999959744,300736799999959744,35.85000228881836,-57.0099983215332
b'1979197N13314',1979-07-15T11:59:59.999959744,300887999999959744,9.279999732971191,-46.2300033569336
b'1979197N13314',1979-07-15T14:59:59.999959744,300898799999959744,10.605000495910645,-47.35250854492188
b'1979197N13314',1979-07-15T17:59:59.999959744,300909599999959744,9.93000030517578,-48.469993591308594
b'1979197N13314',1979-07-15T20:59:59.999959744,300920399999959744,6.522499084472656,-51.74000930786133
b'1979197N13314',1979-07-15T23:59:59.999959744,300931199999959744,7.029998779296875,-51.380008697509766
b'1979197N13314',1979-07-16T02:59:59.999959744,300941999999959744,7.03249979019165,-50.15250778198242
b'1979197N13314',1979-07-16T05:59:59.999959744,300952799999959744,7.250000476837158,-50.34999847412109
b'1979197N13314',1979-07-16T08:59:59.999959744,300963599999959744,7.480000495910644,-49.30999755859375
b'1979197N13314',1979-07-16T11:59:59.999959744,300974399999959744,8.629999160766602,-51.28000259399414
b'1979197N13314',1979-07-16T14:59:59.999959744,300985199999959744,13.345000267028809,-52.62000274658203
b'1979197N13314',1979-07-16T17:59:59.999959744,300995999999959744,9.289999961853027,-53.470001220703125
b'1979197N13314',1979-07-16T20:59:59.999959744,301006799999959744,9.352499008178713,-55.37749862670898
b'1979197N13314',1979-07-16T23:59:59.999959744,301017599999959744,9.369999885559082,-56.0099983215332
b'1979197N13314',1979-07-17T05:59:59.999959744,301039199999959744,15.81999969482422,-57.68000411987305
b'1979197N13314',1979-07-17T08:59:59.999959744,301049999999959744,16.622499465942383,-58.34500503540039
b'1979197N13314',1979-07-17T11:59:59.999959744,301060799999959744,16.60999870300293,-58.970001220703125
b'1979197N13314',1979-07-17T17:59:59.999959744,301082399999959744,16.110000610351562,-61.46999740600586
b'1979197N13314',1979-07-17T20:59:59.999959744,301093199999959744,17.0575008392334,-63.66499710083008
b'1979197N13314',1979-07-17T23:59:59.999959744,301103999999959744,17.079999923706055,-65.27000427246094
b'1979197N13314',1979-07-18T02:59:59.999959744,301114799999959744,15.177499771118164,-62.99749755859375
b'1979197N13314',1979-07-18T05:59:59.999959744,301125599999959744,14.519999504089355,-64.0
b'1979197N13314',1979-07-18T08:59:59.999959744,301136399999959744,14.919998168945312,-64.94750213623047
b'1979197N13314',1979-07-18T08:59:59.999959744,301136399999959744,14.849998474121094,-64.38750457763672
b'1979197N13314',1979-07-18T11:59:59.999959744,301147199999959744,16.510000228881836,-65.25
b'1979197N13314',1979-07-18T11:59:59.999959744,301147199999959744,16.579999923706055,-64.69000244140625
b'1979197N13314',1979-07-18T14:59:59.999959744,301157999999959744,17.67249870300293,-65.55500030517578
b'1979197N13314',1979-07-18T17:59:59.999959744,301168799999959744,16.610000610351562,-66.95999908447266
b'1979197N13314',1979-07-18T17:59:59.999959744,301168799999959744,17.940000534057617,-66.19000244140625
b'1979197N13314',1979-07-18T20:59:59.999959744,301179599999959744,17.55000114440918,-67.42749786376953
b'1979197N13314',1979-07-18T20:59:59.999959744,301179599999959744,17.060001373291016,-68.96749877929688
b'1979197N13314',1979-07-18T23:59:59.999959744,301190399999959744,18.07000160217285,-68.66000366210938
b'1979197N13314',1979-07-18T23:59:59.999959744,301190399999959744,18.350000381469727,-67.68000030517578
b'1979197N13314',1979-07-19T02:59:59.999959744,301201199999959744,17.71500015258789,-68.81749725341797
b'1979197N13314',1979-07-19T02:59:59.999959744,301201199999959744,18.064998626708984,-68.5374984741211
b'1979197N13314',1979-07-19T05:59:59.999959744,301211999999959744,17.75,-69.80000305175781
b'1979197N13314',1979-07-19T05:59:59.999959744,301211999999959744,17.75,-69.7300033569336
b'1979197N13314',1979-07-19T08:59:59.999959744,301222799999959744,17.74250030517578,-69.82999420166016
b'1979197N13314',1979-07-19T08:59:59.999959744,301222799999959744,18.232500076293945,-69.6199951171875
b'1979197N13314',1979-07-19T11:59:59.999959744,301233599999959744,16.84000015258789,-69.51000213623047
b'1979197N13314',1979-07-19T11:59:59.999959744,301233599999959744,17.259998321533203,-69.6500015258789
b'1979197N13314',1979-07-19T14:59:59.999959744,301244399999959744,16.44999885559082,-68.4000015258789
b'1979197N13314',1979-07-19T17:59:59.999959744,301255199999959744,16.40999984741211,-68.05999755859375
b'1979197N13314',1979-07-19T17:59:59.999959744,301255199999959744,16.1299991607666,-67.08000183105469
b'1979197N13314',1979-07-19T20:59:59.999959744,301265999999959744,17.25,-69.94999694824219
b'1979197N13314',1979-07-19T23:59:59.999959744,301276799999959744,19.06999969482422,-74.06999969482422
b'1979197N13314',1979-07-19T23:59:59.999959744,301276799999959744,19.0,-74.2800064086914
b'1979197N13314',1979-07-20T02:59:59.999959744,301287599999959744,18.517501831054688,-74.26750183105469
b'1979197N13314',1979-07-20T05:59:59.999959744,301298399999959744,17.450000762939453,-74.97999572753906
b'1979197N13314',1979-07-20T05:59:59.999959744,301298399999959744,17.450000762939453,-74.41999816894531
b'1979197N13314',1979-07-20T08:59:59.999959744,301309199999959744,17.36750030517578,-76.00499725341797
b'1979197N13314',1979-07-20T08:59:59.999959744,301309199999959744,16.66750144958496,-75.09500122070312
b'1979197N13314',1979-07-20T11:59:59.999959744,301319999999959744,18.940000534057617,-77.25999450683594
b'1979197N13314',1979-07-20T11:59:59.999959744,301319999999959744,18.450000762939453,-76.62999725341797
b'1979197N13314',1979-07-20T14:59:59.999959744,301330799999959744,19.587499618530277,-77.9324951171875
b'1979197N13314',1979-07-20T14:59:59.999959744,301330799999959744,19.51749992370605,-77.23249816894531
b'1979197N13314',1979-07-20T17:59:59.999959744,301341599999959744,20.84000015258789,-79.4699935913086
b'1979197N13314',1979-07-20T17:59:59.999959744,301341599999959744,20.280000686645508,-78.7699966430664
b'1979197N13314',1979-07-20T20:59:59.999959744,301352399999959744,21.607500076293945,-80.96500396728516
b'1979197N13314',1979-07-20T20:59:59.999959744,301352399999959744,21.747499465942383,-80.05500030517578
b'1979197N13314',1979-07-20T23:59:59.999959744,301363199999959744,19.130001068115234,-80.81999969482422
b'1979197N13314',1979-07-20T23:59:59.999959744,301363199999959744,19.270000457763672,-79.48999786376953
b'1979197N13314',1979-07-21T02:59:59.999959744,301373999999959744,20.57250022888184,-80.06999969482422
b'1979197N13314',1979-07-21T05:59:59.999959744,301384799999959744,20.6299991607666,-81.07999420166016
b'1979197N13314',1979-07-21T05:59:59.999959744,301384799999959744,21.190000534057617,-80.30999755859375
b'1979197N13314',1979-07-21T08:59:59.999959744,301395599999959744,21.127500534057617,-81.40249633789062
b'1979197N13314',1979-07-21T08:59:59.999959744,301395599999959744,21.19750022888184,-80.77249908447266
b'1979197N13314',1979-07-21T11:59:59.999959744,301406399999959744,21.190000534057617,-81.33000183105469
b'1979197N13314',1979-07-21T11:59:59.999959744,301406399999959744,21.190000534057617,-80.83999633789062
b'1979197N13314',1979-07-21T14:59:59.999959744,301417199999959744,20.4900016784668,-80.38500213623047
b'1979197N13314',1979-07-21T17:59:59.999959744,301427999999959744,19.36999893188477,-80.7300033569336
b'1979197N13314',1979-07-21T17:59:59.999959744,301427999999959744,19.439998626708984,-80.0999984741211
b'1979197N13314',1979-07-21T20:59:59.999959744,301438799999959744,18.96500015258789,-81.59500122070312
b'1979197N13314',1979-07-21T20:59:59.999959744,301438799999959744,18.82499885559082,-80.68499755859375
b'1979197N13314',1979-07-21T23:59:59.999959744,301449599999959744,18.600000381469727,-80.41000366210938
b'1979197N13314',1979-07-21T23:59:59.999959744,301449599999959744,18.18000030517578,-81.25
b'1979197N13314',1979-07-22T02:59:59.999959744,301460399999959744,17.744998931884766,-80.61000061035156
b'1979197N13314',1979-07-22T02:59:59.999959744,301460399999959744,17.884998321533203,-81.24000549316406
b'1979197N13314',1979-07-22T05:59:59.999959744,301471199999959744,17.700000762939453,-84.95000457763672
b'1979197N13314',1979-07-22T05:59:59.999959744,301471199999959744,17.84000015258789,-85.37000274658203
b'1979197N13314',1979-07-22T08:59:59.999959744,301481999999959744,25.57999992370605,-85.9124984741211
b'1979197N13314',1979-07-22T08:59:59.999959744,301481999999959744,20.399999618530277,-85.63249969482422
b'1979197N13314',1979-07-22T11:59:59.999959744,301492799999959744,26.670000076293945,-86.95999908447266
b'1979197N13314',1979-07-22T14:59:59.999959744,301503599999959744,26.647499084472656,-87.32749938964844
b'1979197N13314',1979-07-22T17:59:59.999959744,301514399999959744,25.6299991607666,-87.05000305175781
b'1979197N13314',1979-07-22T17:59:59.999959744,301514399999959744,26.1200008392334,-87.19000244140625
b'1979197N13314',1979-07-22T20:59:59.999959744,301525199999959744,20.15999984741211,-85.38749694824219
b'1979197N13314',1979-07-22T20:59:59.999959744,301525199999959744,20.23000144958496,-85.38749694824219
b'1979197N13314',1979-07-22T23:59:59.999959744,301535999999959744,19.59000015258789,-88.88999938964844
b'1979197N13314',1979-07-22T23:59:59.999959744,301535999999959744,19.729999542236328,-87.7699966430664
b'1979197N13314',1979-07-23T02:59:59.999959744,301546799999959744,18.852500915527344,-88.14999389648438
b'1979197N13314',1979-07-23T05:59:59.999959744,301557599999959744,18.270000457763672,-89.44000244140625
b'1979197N13314',1979-07-23T05:59:59.999959744,301557599999959744,18.549999237060547,-88.73999786376953
b'1979197N13314',1979-07-23T08:59:59.999959744,301568399999959744,18.59000015258789,-87.87000274658203
b'1979197N13314',1979-07-23T08:59:59.999959744,301568399999959744,18.309999465942383,-88.08000183105469
b'1979197N13314',1979-07-23T11:59:59.999959744,301579199999959744,19.959999084472656,-87.99000549316406
b'1979197N13314',1979-07-23T11:59:59.999959744,301579199999959744,19.53999900817871,-88.05999755859375
b'1979197N13314',1979-07-23T14:59:59.999959744,301589999999959744,27.13249969482422,-87.64749908447266
b'1979197N13314',1979-07-23T14:59:59.999959744,301589999999959744,25.872499465942383,-87.4375
b'1979197N13314',1979-07-23T17:59:59.999959744,301600799999959744,27.31999969482422,-89.54000091552734
b'1979197N13314',1979-07-23T17:59:59.999959744,301600799999959744,26.34000015258789,-88.20999908447266
b'1979197N13314',1979-07-23T20:59:59.999959744,301611599999959744,27.037500381469727,-90.23999786376952
b'1979197N13314',1979-07-23T20:59:59.999959744,301611599999959744,27.667499542236328,-91.43000030517578
b'1979197N13314',1979-07-23T23:59:59.999959744,301622399999959744,27.56999969482422,-95.63999938964844
b'1979197N13314',1979-07-23T23:59:59.999959744,301622399999959744,27.36000061035156,-94.59000396728516
b'1979197N13314',1979-07-24T02:59:59.999959744,301633199999959744,34.13750076293945,-99.28250122070312
b'1979197N13314',1979-07-24T02:59:59.999959744,301633199999959744,34.34749984741211,-99.14250183105467
b'1979197N13314',1979-07-24T05:59:59.999959744,301643999999959744,29.0,-93.98999786376952
b'1979197N13314',1979-07-24T05:59:59.999959744,301643999999959744,29.279998779296875,-94.2699966430664
b'1979197N13314',1979-07-24T08:59:59.999959744,301654799999959744,27.5,-92.3324966430664
b'1979197N13314',1979-07-24T08:59:59.999959744,301654799999959744,27.5,-92.2624969482422
b'1979197N13314',1979-07-24T11:59:59.999959744,301665599999959744,27.60999870300293,-92.93000030517578
b'1979197N13314',1979-07-24T11:59:59.999959744,301665599999959744,27.399999618530277,-92.86000061035156
b'1979197N13314',1979-07-24T14:59:59.999959744,301676399999959744,27.364999771118164,-92.48500061035156
b'1979197N13314',1979-07-24T14:59:59.999959744,301676399999959744,27.364999771118164,-92.83499908447266
b'1979197N13314',1979-07-24T17:59:59.999959744,301687199999959744,27.780000686645508,-92.01000213623048
b'1979197N13314',1979-07-24T17:59:59.999959744,301687199999959744,27.780000686645508,-91.94000244140624
b'1979197N13314',1979-07-24T20:59:59.999959744,301697999999959744,28.399999618530277,-92.34500122070312
b'1979197N13314',1979-07-24T20:59:59.999959744,301697999999959744,28.1200008392334,-90.73500061035156
b'1979197N13314',1979-07-24T23:59:59.999959744,301708799999959744,34.91999816894531,-98.59000396728516
b'1979197N13314',1979-07-24T23:59:59.999959744,301708799999959744,35.27000045776367,-98.94000244140624
b'1979197N13314',1979-07-25T02:59:59.999959744,301719599999959744,36.21749877929688,-98.82250213623048
b'1979197N13314',1979-07-25T05:59:59.999959744,301730399999959744,36.18000030517578,-96.4000015258789
b'1979197N13314',1979-07-25T05:59:59.999959744,301730399999959744,36.459999084472656,-96.26000213623048
b'1979197N13314',1979-07-25T08:59:59.999959744,301741199999959744,28.86000061035156,-95.60000610351562
b'1979197N13314',1979-07-25T08:59:59.999959744,301741199999959744,29.06999969482422,-95.74000549316406
b'1979197N13314',1979-07-25T11:59:59.999959744,301751999999959744,28.46999931335449,-94.87000274658205
b'1979197N13314',1979-07-25T11:59:59.999959744,301751999999959744,28.399999618530277,-95.1500015258789
b'1979197N13314',1979-07-25T14:59:59.999959744,301762799999959744,28.29750061035156,-94.47000122070312
b'1979197N13314',1979-07-25T17:59:59.999959744,301773599999959744,28.26000022888184,-94.77999877929688
b'1979197N13314',1979-07-25T17:59:59.999959744,301773599999959744,28.26000022888184,-94.63999938964844
b'1979197N13314',1979-07-25T20:59:59.999959744,301784399999959744,27.799999237060547,-95.29499816894533
b'1979197N13314',1979-07-25T20:59:59.999959744,301784399999959744,28.01000022888184,-95.08499908447266
b'1979197N13314',1979-07-25T23:59:59.999959744,301795199999959744,26.21000099182129,-99.01000213623048
